bank,review,rating,date,source,sentiment_label,sentiment_score,themes
CBE,it was good app but it have some issues like it doesnt give me the right amount that I have in the bank and have some issues in transferring,2,2025-06-04,Google Play,NEGATIVE,0.9981192946434021,Other
CBE,Good,5,2025-06-04,Google Play,POSITIVE,0.9998161196708679,Other
CBE,👌👍,5,2025-06-04,Google Play,NEGATIVE,0.6970565915107727,Other
CBE,very niec,5,2025-06-04,Google Play,POSITIVE,0.5192620754241943,Other
CBE,best app of finance,5,2025-06-04,Google Play,POSITIVE,0.9996503591537476,Other
CBE,yetemeta,1,2025-06-03,Google Play,POSITIVE,0.6553664803504944,Other
CBE,Engida Kebede Fetera,5,2025-06-03,Google Play,NEGATIVE,0.8396738767623901,Other
CBE,it is not safety,1,2025-06-03,Google Play,NEGATIVE,0.9997867941856384,Other
CBE,NICE bank,5,2025-06-03,Google Play,POSITIVE,0.9998055100440979,Other
CBE,it is like a childish app make it better the worst I have ever seen,1,2025-06-02,Google Play,NEGATIVE,0.9997958540916443,Other
CBE,"It's a problem solver application, go ahead CBE, I love so much.",5,2025-06-02,Google Play,POSITIVE,0.9997678399085999,Other
CBE,It's good but try to make it facilitate for your client,4,2025-06-02,Google Play,POSITIVE,0.9491767883300781,Other
CBE,best app,5,2025-06-01,Google Play,POSITIVE,0.999686598777771,Other
CBE,Awesome bank,5,2025-06-01,Google Play,POSITIVE,0.9998461008071899,Other
CBE,this app has developed in a very good ways but there are some comments I need to make 1- preventing the screenshot likely not good for someone like me coz I need to make screenshot for quicker evidence. 2-it would be good if you make us to access recent transaction histories for 30 days coz we don't have to go to the Bank's in person to see old transactions or add colander category so user can easily access old transactions through colanders.,5,2025-05-31,Google Play,NEGATIVE,0.9983141422271729,Other
CBE,Masha alla,5,2025-05-31,Google Play,NEGATIVE,0.9514626860618591,Other
CBE,"Recently there is big problem when sending to safaricom, telebir, and even to cbebirr wallet could anybody who is responsible fix it, it's very frustrating it's been 5 days and my money hasn't been returned it takes it out of my account but doesn't send it to my mpesa update- they have just corrected it and sent me back the money but still I'm afraid now to send again",2,2025-05-31,Google Play,NEGATIVE,0.9991102814674377,Other
CBE,better service,5,2025-05-31,Google Play,POSITIVE,0.9982219338417053,Other
CBE,"it,s good app and time manager 👍",5,2025-05-30,Google Play,POSITIVE,0.9998370409011841,Other
CBE,malkaamuu Jiidhaa Namoo,5,2025-05-30,Google Play,NEGATIVE,0.9887813329696655,Other
CBE,lower system everything,3,2025-05-30,Google Play,NEGATIVE,0.9993475079536438,Other
CBE,Nice!,5,2025-05-30,Google Play,POSITIVE,0.999863862991333,Other
CBE,Keep it up My CBE,5,2025-05-29,Google Play,POSITIVE,0.9996104836463928,Other
CBE,yes good,5,2025-05-28,Google Play,POSITIVE,0.9998410940170288,Other
CBE,"I was using this app for the last two years with no problems. It stopped working about 3 months ago. when I tried to transfer funds it gives me error ""can't do this transaction. inactive account.""",4,2025-05-27,Google Play,NEGATIVE,0.9996353387832642,Other
CBE,i like everything of this app,5,2025-05-27,Google Play,POSITIVE,0.9996908903121948,Other
CBE,🤬🤬🤬🤬 network 🛜,1,2025-05-26,Google Play,NEGATIVE,0.685613214969635,Other
CBE,Best,5,2025-05-26,Google Play,POSITIVE,0.9997941851615906,Other
CBE,CBE is the best financial application and and very dimple to use. I would like to say thank you so much for the developer of application. I really appreciate this app.,5,2025-05-26,Google Play,POSITIVE,0.9982792139053345,Other
CBE,nice,5,2025-05-26,Google Play,POSITIVE,0.9998552799224854,Other
CBE,good job,5,2025-05-26,Google Play,POSITIVE,0.999835729598999,Other
CBE,it's awesome!!,5,2025-05-25,Google Play,POSITIVE,0.999871015548706,Other
CBE,thankyou every one,5,2025-05-25,Google Play,POSITIVE,0.9998461008071899,Other
CBE,Ronaldo 🇵🇹 🥇,5,2025-05-25,Google Play,POSITIVE,0.9948286414146423,Other
CBE,"this app is absolutely fantastic I love it and I enjoying to it ,let us support this foundation together .",5,2025-05-25,Google Play,POSITIVE,0.9998852014541626,Other
CBE,"The CBE app has been highly unreliable in recent weeks. It frequently fails to work properly on both Ethio Telecom and Safaricom networks, whether using Wi-Fi or mobile data. This week, the system was down entirely for extended periods, making it very difficult to access banking services. The app only functions intermittently, and the lack of consistency is frustrating. I hope the issues are addressed soon, and that any non-technical influences are removed from such essential services.",2,2025-05-25,Google Play,NEGATIVE,0.9997394680976868,Other
CBE,mortuary app,5,2025-05-25,Google Play,NEGATIVE,0.7924914956092834,Other
CBE,it is smart app but it has stoped after some period of time on my device with out any reason .,5,2025-05-25,Google Play,NEGATIVE,0.9961044788360596,Other
CBE,amazing app I am used this app for one year,4,2025-05-24,Google Play,POSITIVE,0.9991408586502075,Other
CBE,👍,5,2025-05-24,Google Play,NEGATIVE,0.6970565915107727,Other
CBE,good app,5,2025-05-24,Google Play,POSITIVE,0.9998493194580078,Other
CBE,i love it 😍😘,5,2025-05-24,Google Play,POSITIVE,0.9998791217803955,Other
CBE,It makes life easy!👌,5,2025-05-24,Google Play,POSITIVE,0.9993600249290466,Other
CBE,its not fast,1,2025-05-24,Google Play,NEGATIVE,0.9949808716773987,Other
CBE,wow,4,2025-05-24,Google Play,POSITIVE,0.999592125415802,Other
CBE,it is sooo good,5,2025-05-24,Google Play,POSITIVE,0.9998735189437866,Other
CBE,excellent,5,2025-05-24,Google Play,POSITIVE,0.9998434782028198,Other
CBE,ok,1,2025-05-24,Google Play,POSITIVE,0.9997851252555847,Other
CBE,Fantastic,5,2025-05-23,Google Play,POSITIVE,0.9998743534088135,Other
CBE,accessible to using,5,2025-05-23,Google Play,POSITIVE,0.999116837978363,Other
CBE,I like it,4,2025-05-23,Google Play,POSITIVE,0.9998593330383301,Other
CBE,why you change default network?,5,2025-05-23,Google Play,NEGATIVE,0.9962357878684998,Other
CBE,very nice 👍,5,2025-05-23,Google Play,POSITIVE,0.9998577833175659,Other
CBE,nice fast app,5,2025-05-23,Google Play,POSITIVE,0.999833345413208,Other
CBE,how to I get my money,5,2025-05-23,Google Play,NEGATIVE,0.9934091567993164,Other
CBE,"Very bad, can't even load they need to improve their services.",1,2025-05-22,Google Play,NEGATIVE,0.9998165965080261,Other
CBE,"Very good app, but please make it reliable . it crashes sometimes .",4,2025-05-22,Google Play,POSITIVE,0.9649853706359863,Other
CBE,very busy I don't know why... I prefer 889,3,2025-05-22,Google Play,NEGATIVE,0.9991938471794128,Other
CBE,"Sometimes it has a nasty lag for several hour fix that , the rest is 👌",4,2025-05-22,Google Play,NEGATIVE,0.9966771602630615,Other
CBE,the most boring Mobil banking application in ethiopia.Please use alternative private banks mobile banking apps,1,2025-05-22,Google Play,NEGATIVE,0.9986202716827393,Other
CBE,hojii bonsaadha,5,2025-05-22,Google Play,POSITIVE,0.9568661451339722,Other
CBE,user-friendly apps.because this app is easy.,5,2025-05-22,Google Play,POSITIVE,0.955450713634491,Other
CBE,Awosome!!!,5,2025-05-22,Google Play,POSITIVE,0.6944916844367981,Other
CBE,"Very good app,",5,2025-05-22,Google Play,POSITIVE,0.9998691082000732,Other
CBE,sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-05-22,Google Play,NEGATIVE,0.992516815662384,Other
CBE,ይህ መተግበሪያ በጣም ጥሩ ነው. this app is very nice,5,2025-05-22,Google Play,POSITIVE,0.9997020363807678,Other
CBE,I hate this app 😒,1,2025-05-22,Google Play,NEGATIVE,0.9996378421783447,Other
CBE,trustful,5,2025-05-22,Google Play,POSITIVE,0.9998213648796082,Other
CBE,I like,5,2025-05-22,Google Play,POSITIVE,0.9998149275779724,Other
CBE,update issue,4,2025-05-22,Google Play,POSITIVE,0.5473260283470154,Other
CBE,its not working over safari network,1,2025-05-22,Google Play,NEGATIVE,0.9991377592086792,Other
CBE,oldie,1,2025-05-22,Google Play,NEGATIVE,0.6663177013397217,Other
CBE,it doesn't work,1,2025-05-21,Google Play,NEGATIVE,0.9997813105583191,Other
CBE,"This app is good, and we are using it well",1,2025-05-21,Google Play,POSITIVE,0.999855637550354,Other
CBE,very nice 👌 app for android phone,5,2025-05-21,Google Play,POSITIVE,0.9994401335716248,Other
CBE,Yes Yes,5,2025-05-21,Google Play,POSITIVE,0.9997482895851135,Other
CBE,በጣም ከርፋፋ,1,2025-05-21,Google Play,NEGATIVE,0.7850590348243713,Other
CBE,easy to use helpful in my life,5,2025-05-21,Google Play,POSITIVE,0.9981144666671753,Other
CBE,good 👍,4,2025-05-21,Google Play,POSITIVE,0.9998576641082764,Other
CBE,the best mobile banking app,5,2025-05-21,Google Play,POSITIVE,0.9998278617858887,Other
CBE,"this app is very useful app,it saves time,and it is secure",4,2025-05-21,Google Play,POSITIVE,0.9992597699165344,Other
CBE,it's a good application 👍,5,2025-05-21,Google Play,POSITIVE,0.9998123049736023,Other
CBE,the screenshot and the reffresh options are so annoying that makes transaction so delaying activity !,2,2025-05-21,Google Play,NEGATIVE,0.9997513890266418,Other
CBE,poor service,1,2025-05-21,Google Play,NEGATIVE,0.9996534585952759,Other
CBE,amazing,5,2025-05-20,Google Play,POSITIVE,0.999875545501709,Other
CBE,it is reliable and easy to use.,5,2025-05-20,Google Play,POSITIVE,0.9998389482498169,Other
CBE,the most annoying mobile banking app I've ever seen,1,2025-05-20,Google Play,NEGATIVE,0.9994208812713623,Other
CBE,Cbe mobile banking,5,2025-05-20,Google Play,POSITIVE,0.8304281234741211,Other
CBE,"i can't make Screenshout in this app, please made modification",5,2025-05-20,Google Play,NEGATIVE,0.9966920614242554,Other
CBE,Best app I loved it,5,2025-05-19,Google Play,POSITIVE,0.999849796295166,Other
CBE,nice app,5,2025-05-19,Google Play,POSITIVE,0.9998061060905457,Other
CBE,Amazing applicatiom sometimes doesnt work!,5,2025-05-18,Google Play,NEGATIVE,0.6448812484741211,Other
CBE,well satisfied with this beautiful app,5,2025-05-18,Google Play,POSITIVE,0.9998588562011719,Other
CBE,very good,4,2025-05-17,Google Play,POSITIVE,0.9998520612716675,Other
CBE,best app.,5,2025-05-17,Google Play,POSITIVE,0.999774158000946,Other
CBE,"not working,why???",5,2025-05-17,Google Play,NEGATIVE,0.9995881915092468,Other
CBE,Great impact but why Developer option turnoff if you fix 🙏 🙏 🙏,5,2025-05-17,Google Play,NEGATIVE,0.9841780066490173,Other
CBE,always disappointing ! especially the iOS one !! some similar local applications are extremely superior to this application!! Really disappointing!,1,2025-05-17,Google Play,NEGATIVE,0.9996201992034912,Other
CBE,woxe harimo ribiso,5,2025-05-17,Google Play,NEGATIVE,0.9374371767044067,Other
CBE,"Good ,easy to use",5,2025-05-16,Google Play,POSITIVE,0.9998592138290405,Other
CBE,Good app,5,2025-05-15,Google Play,POSITIVE,0.9998493194580078,Other
CBE,Good job👍,5,2025-05-14,Google Play,POSITIVE,0.9998576641082764,Other
CBE,"Please kindly ask to update the app and allow us to screenshot, it's convenient and efficient as long as you add security to the access there is no reason to block us from screenshooting our screen.",2,2025-05-14,Google Play,POSITIVE,0.9939066767692566,Other
CBE,I have using the CBE mobile banking app. and overall i appreciate its Feuteres However i.ve Notticed that when i turn on the Developer options on my divice the App.Stop Functioning prorerly It.Would Be Great If You could look into This issue as l often need to access Developer setting for Otter Application ThankYou For Your attention to This Matter,4,2025-05-13,Google Play,NEGATIVE,0.9474120736122131,Other
CBE,customer service is bad nothing is good about this bank,1,2025-05-13,Google Play,NEGATIVE,0.9996613264083862,Other
CBE,It is Amazing Mobile Banking App....But why the screenshot of the receipt doesnt work,5,2025-05-13,Google Play,NEGATIVE,0.992915153503418,Other
CBE,fast and simple easy to use 👌,5,2025-05-12,Google Play,POSITIVE,0.9984942674636841,Other
CBE,The fastest transferring app I ever had its so reliable,5,2025-05-11,Google Play,POSITIVE,0.9844427704811096,Other
CBE,"Funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",3,2025-05-11,Google Play,NEGATIVE,0.9986681938171387,Other
CBE,it's easy and fast,5,2025-05-10,Google Play,POSITIVE,0.9995684027671814,Other
CBE,This app don't have self activation only you have to look near cbe branch that's disgusting,1,2025-05-10,Google Play,NEGATIVE,0.9960438013076782,Other
CBE,hello dearest CBE office personnel make some benefits for those using interest free accounts thanks for your help,5,2025-05-09,Google Play,POSITIVE,0.999572217464447,Other
CBE,wow best application ever,5,2025-05-09,Google Play,POSITIVE,0.9997984766960144,Other
CBE,"Am sorry but what does developer mode do to the application ? hack it ? are you sure you are developer or are you stupid, doesnt makes sense,",1,2025-05-08,Google Play,NEGATIVE,0.9997019171714783,Other
CBE,the pride of Ethiopian bank 🏦,5,2025-05-08,Google Play,POSITIVE,0.999118983745575,Other
CBE,why the app telling me to turn of developer options please fix it.,1,2025-05-07,Google Play,NEGATIVE,0.9990994930267334,Other
CBE,i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,5,2025-05-07,Google Play,POSITIVE,0.9976927042007446,Other
CBE,amazing apps,5,2025-05-06,Google Play,POSITIVE,0.9998716115951538,Other
CBE,All service of Mobile Banking,5,2025-05-06,Google Play,POSITIVE,0.8924251198768616,Other
CBE,needs improvement,1,2025-05-06,Google Play,NEGATIVE,0.9966731071472168,Other
CBE,i miss the old one i couldn't send my mony to other bank..,1,2025-05-06,Google Play,NEGATIVE,0.995843231678009,Other
CBE,the app is recently crushing each time you open and try to make transfers...it used to be good. take lessons from the Dashen Super app or ethiotelecom. it is not befitting of your experience and glory. inv3st in making it more friendly and convenient. I am considering leaving CBE for good.,2,2025-05-06,Google Play,NEGATIVE,0.9984410405158997,Other
CBE,good but these week not oky,4,2025-05-06,Google Play,NEGATIVE,0.955415666103363,Other
CBE,well designed! Fixing bugs & two step verification with biometric... simply it's great!,5,2025-05-06,Google Play,POSITIVE,0.9998049139976501,Other
CBE,If any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,1,2025-05-05,Google Play,NEGATIVE,0.9975224137306213,Other
CBE,"it's a great job.but one more thing, it hasn't been placed for transfer to other banks on face like mobile charge card place",5,2025-05-05,Google Play,POSITIVE,0.8991119265556335,Other
CBE,CBE mobilr bankg,5,2025-05-05,Google Play,POSITIVE,0.8703056573867798,Other
CBE,verygood,3,2025-05-05,Google Play,POSITIVE,0.9988996982574463,Other
CBE,ممتاز جدا,5,2025-05-04,Google Play,NEGATIVE,0.8031745553016663,Other
CBE,it's very low quality application,1,2025-05-04,Google Play,NEGATIVE,0.9996594190597534,Other
CBE,Very Amazing Apps,5,2025-05-04,Google Play,POSITIVE,0.9998774528503418,Other
CBE,አዛ,1,2025-05-04,Google Play,NEGATIVE,0.6970565915107727,Other
CBE,wow simple life,5,2025-05-04,Google Play,POSITIVE,0.9997076392173767,Other
CBE,it's nice,5,2025-05-03,Google Play,POSITIVE,0.9998672008514404,Other
CBE,Why stacked sometimes,5,2025-05-03,Google Play,NEGATIVE,0.9941052198410034,Other
CBE,okay 👍 but sometimes busy,1,2025-05-03,Google Play,NEGATIVE,0.8515542149543762,Other
CBE,the worst commercial company that fails to do even the most normal things again and and again.,1,2025-05-03,Google Play,NEGATIVE,0.9997990727424622,Other
CBE,Very good app. but disappointed by general cessation of system.,5,2025-05-02,Google Play,NEGATIVE,0.9981188178062439,Other
CBE,Good and fast,5,2025-05-02,Google Play,POSITIVE,0.9998561143875122,Other
CBE,Unreliable!,1,2025-05-02,Google Play,NEGATIVE,0.9997379183769226,Other
CBE,Best the best fast,5,2025-05-02,Google Play,POSITIVE,0.9998427629470825,Other
CBE,happy,5,2025-05-02,Google Play,POSITIVE,0.9998753070831299,Other
CBE,fast and reliable,5,2025-05-02,Google Play,POSITIVE,0.9998595714569092,Other
CBE,network errorrrrrr,2,2025-05-02,Google Play,NEGATIVE,0.9978076815605164,Other
CBE,Best app but there is some problem I can't send money to telebirr or mpesa so if you can add that it could be use full,4,2025-05-02,Google Play,NEGATIVE,0.9982808828353882,Other
CBE,its good and simple to use,5,2025-05-02,Google Play,POSITIVE,0.9998610019683838,Other
CBE,worest app like that bank for security and network access,1,2025-05-02,Google Play,NEGATIVE,0.9927296042442322,Other
CBE,it's the best app i,5,2025-05-02,Google Play,POSITIVE,0.999834418296814,Other
CBE,not bad not good,1,2025-05-02,Google Play,NEGATIVE,0.9715350866317749,Other
CBE,its very nice,5,2025-05-02,Google Play,POSITIVE,0.9998526573181152,Other
CBE,do not work this week,3,2025-04-30,Google Play,NEGATIVE,0.9977602958679199,Other
CBE,It crashes frequently,4,2025-04-30,Google Play,NEGATIVE,0.9993256330490112,Other
CBE,the best,5,2025-04-28,Google Play,POSITIVE,0.9998332262039185,Other
CBE,"I can simply describe this app as ""Making all your work easier"".",5,2025-04-28,Google Play,POSITIVE,0.8382593393325806,Other
CBE,goid,5,2025-04-28,Google Play,NEGATIVE,0.7086994647979736,Other
CBE,best appearance,5,2025-04-27,Google Play,POSITIVE,0.9996986389160156,Other
CBE,it's very good 👍 app,5,2025-04-27,Google Play,POSITIVE,0.999859094619751,Other
CBE,I need support you,5,2025-04-27,Google Play,NEGATIVE,0.9881443977355957,Other
CBE,the worst Mobile banking i have ever seen in my life,1,2025-04-26,Google Play,NEGATIVE,0.9997807145118713,Other
CBE,super,5,2025-04-26,Google Play,POSITIVE,0.998783528804779,Other
CBE,ጠጀጨገጀ።ጀገ,5,2025-04-26,Google Play,NEGATIVE,0.8337252736091614,Other
CBE,i like the app,5,2025-04-26,Google Play,POSITIVE,0.9994398951530457,Other
CBE,the Best,1,2025-04-26,Google Play,POSITIVE,0.9998332262039185,Other
CBE,to other bank is bad,1,2025-04-25,Google Play,NEGATIVE,0.9997149109840393,Other
CBE,tank's,5,2025-04-25,Google Play,NEGATIVE,0.9855976700782776,Other
CBE,its good but add more features such like. bank statement showing,5,2025-04-24,Google Play,POSITIVE,0.9881665110588074,Other
CBE,it is so nice,5,2025-04-24,Google Play,POSITIVE,0.9998714923858643,Other
CBE,Very Good👍,5,2025-04-21,Google Play,POSITIVE,0.8243637084960938,Other
CBE,"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. Another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",2,2025-04-21,Google Play,NEGATIVE,0.9995972514152527,Other
CBE,"wow, amazing app",5,2025-04-21,Google Play,POSITIVE,0.9998503923416138,Other
CBE,use ful,5,2025-04-21,Google Play,NEGATIVE,0.9949980974197388,Other
CBE,Great app,5,2025-04-21,Google Play,POSITIVE,0.999821126461029,Other
CBE,well app,5,2025-04-20,Google Play,POSITIVE,0.9993765950202942,Other
CBE,Actually it is inactive,4,2025-04-19,Google Play,NEGATIVE,0.9996483325958252,Other
CBE,"slow, only one account is used",2,2025-04-19,Google Play,NEGATIVE,0.9997527003288269,Other
CBE,always CBE is the leading Commercial Bank💪💪💪,5,2025-04-18,Google Play,POSITIVE,0.9975135326385498,Other
CBE,i like it,5,2025-04-18,Google Play,POSITIVE,0.9998593330383301,Other
CBE,why removing screenshot feature why?,1,2025-04-18,Google Play,NEGATIVE,0.9981147050857544,Other
CBE,nice apps where network is good in connection,5,2025-04-18,Google Play,POSITIVE,0.9994925260543823,Other
CBE,Thank you!!!,5,2025-04-18,Google Play,POSITIVE,0.9998666048049927,Other
CBE,i can't take screenshot,1,2025-04-18,Google Play,NEGATIVE,0.9897894263267517,Other
CBE,"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",3,2025-04-18,Google Play,NEGATIVE,0.9861215949058533,Other
CBE,perfectly special,5,2025-04-18,Google Play,POSITIVE,0.999879002571106,Other
CBE,Fast and Reliable,5,2025-04-18,Google Play,POSITIVE,0.9998595714569092,Other
CBE,The best application I have ever seen in Ethiopia banking industry.,5,2025-04-17,Google Play,POSITIVE,0.9997448325157166,Other
CBE,great app!!!,5,2025-04-17,Google Play,POSITIVE,0.9998501539230347,Other
CBE,because sometimes it doesn't working it load too much,3,2025-04-17,Google Play,NEGATIVE,0.9911932349205017,Other
CBE,"Absolutely the best app! It works flawlessly, anytime and anywhere.",5,2025-04-17,Google Play,POSITIVE,0.9998784065246582,Other
CBE,very nice app ever!!!,5,2025-04-16,Google Play,POSITIVE,0.999826967716217,Other
CBE,the best app,5,2025-04-16,Google Play,POSITIVE,0.9998469352722168,Other
CBE,Biometric security for mobile banking is not available,5,2025-04-16,Google Play,NEGATIVE,0.9996340274810791,Other
CBE,great,5,2025-04-15,Google Play,POSITIVE,0.9998630285263062,Other
CBE,Nice service,5,2025-04-15,Google Play,POSITIVE,0.9998397827148438,Other
CBE,great app,5,2025-04-15,Google Play,POSITIVE,0.999821126461029,Other
CBE,it's special apps,5,2025-04-15,Google Play,POSITIVE,0.9995416402816772,Other
CBE,"In the updated version of the app, it takes more time to download the receipt.",3,2025-04-15,Google Play,NEGATIVE,0.9985652565956116,Other
CBE,ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,3,2025-04-14,Google Play,NEGATIVE,0.9647620320320129,Other
CBE,Good 🔥,5,2025-04-14,Google Play,POSITIVE,0.9998576641082764,Other
CBE,very interesting app i am using every day fantastic,5,2025-04-14,Google Play,POSITIVE,0.9998443126678467,Other
CBE,lebaa bank,5,2025-04-14,Google Play,NEGATIVE,0.9437296390533447,Other
CBE,Can't scan/recognize other banks' Interoperable QR Codes,1,2025-04-13,Google Play,NEGATIVE,0.9983273148536682,Other
CBE,OK,5,2025-04-13,Google Play,POSITIVE,0.9997851252555847,Other
CBE,grateful app,5,2025-04-13,Google Play,POSITIVE,0.9998038411140442,Other
CBE,100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5,2025-04-13,Google Play,POSITIVE,0.9974650144577026,Other
CBE,everthing wellbeok,3,2025-04-13,Google Play,NEGATIVE,0.7055779695510864,Other
CBE,"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-13,Google Play,NEGATIVE,0.9963226318359375,Other
CBE,nice app 👌,5,2025-04-12,Google Play,POSITIVE,0.9996724128723145,Other
CBE,why did this app is not screenshot,5,2025-04-12,Google Play,NEGATIVE,0.9989493489265442,Other
CBE,it so good app,5,2025-04-12,Google Play,POSITIVE,0.999868631362915,Other
CBE,جميل,5,2025-04-11,Google Play,POSITIVE,0.9271727204322815,Other
CBE,"less network, specially to make fee for utility purpose",1,2025-04-11,Google Play,NEGATIVE,0.994688868522644,Other
CBE,simply for used,4,2025-04-11,Google Play,NEGATIVE,0.9918004870414734,Other
CBE,wow keep up,5,2025-04-10,Google Play,POSITIVE,0.9998539686203003,Other
CBE,its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,Google Play,NEGATIVE,0.9934490323066711,Other
CBE,good one,5,2025-04-10,Google Play,POSITIVE,0.9998288154602051,Other
CBE,everything is easy thank you cebe,5,2025-04-10,Google Play,POSITIVE,0.9998396635055542,Other
CBE,ፈጣን ቀልጣፋ,5,2025-04-10,Google Play,NEGATIVE,0.7850590348243713,Other
CBE,ጎበዝ,5,2025-04-09,Google Play,NEGATIVE,0.6970565915107727,Other
CBE,but this app says can't sync,5,2025-04-09,Google Play,NEGATIVE,0.9988365769386292,Other
CBE,waw,5,2025-04-09,Google Play,NEGATIVE,0.7346178889274597,Other
CBE,to slow,3,2025-04-09,Google Play,NEGATIVE,0.9994872808456421,Other
CBE,work on screen shot system,4,2025-04-08,Google Play,NEGATIVE,0.5902671217918396,Other
CBE,very very nice aplication,1,2025-04-08,Google Play,POSITIVE,0.9998292922973633,Other
CBE,wonder full and it is easy to use,5,2025-04-08,Google Play,POSITIVE,0.9996142387390137,Other
CBE,easy and reliable,2,2025-04-08,Google Play,POSITIVE,0.9998584985733032,Other
CBE,it is Very Useful app 👍,5,2025-04-07,Google Play,POSITIVE,0.994536280632019,Other
CBE,perfect app,5,2025-04-07,Google Play,POSITIVE,0.9998340606689453,Other
CBE,I like it.,5,2025-04-07,Google Play,POSITIVE,0.9998694658279419,Other
CBE,bugs,3,2025-04-07,Google Play,NEGATIVE,0.9988303780555725,Other
CBE,commerial Bank,5,2025-04-06,Google Play,NEGATIVE,0.6810258030891418,Other
CBE,Genat biru,2,2025-04-06,Google Play,NEGATIVE,0.966159999370575,Other
CBE,🙏,5,2025-04-06,Google Play,NEGATIVE,0.6970565915107727,Other
CBE,it is good but it doesn't allow screen shot,4,2025-04-06,Google Play,POSITIVE,0.6723125576972961,Other
CBE,the best one,5,2025-04-06,Google Play,POSITIVE,0.9998371601104736,Other
CBE,You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,Google Play,NEGATIVE,0.9967620372772217,Other
CBE,bring back the screenshot feature.,1,2025-04-05,Google Play,POSITIVE,0.9942916631698608,Other
CBE,Good!👍,3,2025-04-05,Google Play,POSITIVE,0.9998579025268555,Other
CBE,best app to experience him that to smooth transaction among the customers,1,2025-04-05,Google Play,POSITIVE,0.9985142350196838,Other
CBE,nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,Google Play,NEGATIVE,0.9551454782485962,Other
CBE,easy to use,5,2025-04-05,Google Play,POSITIVE,0.9988542795181274,Other
CBE,"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04,Google Play,POSITIVE,0.9998189806938171,Other
CBE,ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,Google Play,NEGATIVE,0.881923258304596,Other
